YEAR,MONTH,DAY,DAY_OF_WEEK,AIRLINE,FLIGHT_NUMBER,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_DELAY,TAXI_OUT,SCHEDULED_TIME,DISTANCE,SCHEDULED_ARRIVAL,ARRIVAL_DELAY,DIVERTED,CANCELLED
2015,3,25,3,F9,1071,CVG,DFW,1515,26.0,9.0,145.0,812,1640,25.0,0,0
2015,11,3,2,F9,917,TTN,MCO,745,-9.0,11.0,160.0,896,1025,-14.0,0,0
2015,8,29,6,WN,1141,BOI,OAK,1845,-6.0,10.0,105.0,512,1930,-4.0,0,0
2015,10,18,7,AA,1847,14100,13487,1350,-5.0,9.0,169.0,980,1539,-13.0,0,0
2015,9,19,6,HA,278,HNL,KOA,1630,-5.0,12.0,46.0,163,1716,-6.0,0,0
2015,8,2,7,DL,2370,MCI,SLC,1440,-1.0,16.0,153.0,920,1613,0.0,0,0
2015,4,6,1,NK,339,FLL,LAX,2101,-1.0,18.0,358.0,2343,2359,-9.0,0,0
2015,9,8,2,AS,75,SEA,JNU,1140,-1.0,10.0,150.0,909,1310,-10.0,0,0
2015,1,17,6,US,629,PHX,SNA,2115,9.0,32.0,79.0,338,2134,20.0,0,0
2015,2,3,2,WN,4592,SLC,PHX,610,-2.0,9.0,105.0,507,755,-24.0,0,0
2015,1,26,1,MQ,3407,LGA,CMH,829,-4.0,56.0,111.0,479,1020,19.0,0,0
2015,9,30,3,WN,869,DAL,DTW,1715,0.0,8.0,155.0,981,2050,-7.0,0,0
2015,12,27,7,UA,1522,AUS,IAD,1204,-2.0,12.0,178.0,1297,1602,6.0,0,0
2015,3,17,2,WN,3304,BWI,PWM,1600,9.0,12.0,80.0,452,1720,6.0,0,0
2015,11,5,4,MQ,3287,GRR,ORD,1537,-8.0,15.0,69.0,137,1546,-21.0,0,0
2015,11,6,5,AA,2125,LGA,DCA,1000,-4.0,42.0,88.0,214,1128,0.0,0,0
2015,9,28,1,DL,1515,ATL,ALB,1934,1.0,19.0,141.0,853,2155,-10.0,0,0
2015,9,6,7,UA,1756,SFO,BOS,2300,-8.0,17.0,344.0,2704,744,-12.0,0,0
2015,7,2,4,WN,2795,SMF,DEN,545,-2.0,8.0,145.0,909,910,-9.0,0,0
2015,7,19,7,WN,1778,DCA,STL,1215,19.0,12.0,130.0,719,1325,7.0,0,0
2015,2,9,1,AA,280,DFW,MIA,1855,134.0,13.0,157.0,1121,2232,120.0,0,0
2015,11,19,4,UA,1244,IAH,SAT,1132,-2.0,9.0,68.0,191,1240,-17.0,0,0
2015,7,25,6,WN,4616,RDU,TPA,1645,6.0,17.0,105.0,587,1830,18.0,0,0
2015,5,8,5,EV,4265,IAH,XNA,1919,-5.0,25.0,89.0,438,2048,9.0,0,0
2015,1,17,6,WN,4148,MSY,BWI,1130,-8.0,8.0,145.0,998,1455,-19.0,0,0
2015,11,6,5,DL,2159,SLC,LAS,1655,-3.0,17.0,83.0,368,1718,-3.0,0,0
2015,5,19,2,WN,262,BNA,JAX,1900,5.0,8.0,85.0,483,2125,1.0,0,0
2015,10,28,3,AA,413,14107,14747,1350,7.0,26.0,179.0,1107,1649,10.0,0,0
2015,9,15,2,WN,1600,FLL,TPA,705,-6.0,10.0,70.0,197,815,-25.0,0,0
2015,10,11,7,OO,5558,13851,12266,1645,37.0,13.0,87.0,395,1812,31.0,0,0
2015,5,4,1,B6,198,MCO,LGA,600,-1.0,21.0,156.0,950,836,2.0,0,0
2015,9,18,5,WN,342,PNS,BNA,1555,13.0,12.0,80.0,391,1715,11.0,0,0
2015,9,23,3,WN,578,LAX,HOU,1345,-2.0,13.0,195.0,1390,1900,-16.0,0,0
2015,8,20,4,EV,4372,DCA,CLE,1859,74.0,12.0,81.0,310,2020,62.0,0,0
2015,6,7,7,UA,1156,EWR,DEN,1859,4.0,22.0,264.0,1605,2123,-1.0,0,0
2015,12,23,3,OO,4575,SLC,SMF,840,16.0,42.0,124.0,532,944,24.0,0,0
2015,10,10,6,OO,5591,14107,14771,1137,49.0,25.0,134.0,651,1351,42.0,0,0
2015,4,6,1,WN,857,DEN,MCI,640,-2.0,11.0,100.0,533,920,-15.0,0,0
2015,7,15,3,WN,787,SJU,MCO,1325,-6.0,12.0,185.0,1189,1630,-12.0,0,0
2015,5,29,5,DL,789,MIA,LGA,1720,1.0,19.0,188.0,1096,2028,-12.0,0,0
2015,8,19,3,B6,2019,ORH,FLL,1336,-12.0,29.0,183.0,1211,1639,0.0,0,0
2015,9,19,6,WN,3497,HOU,CRP,1500,-4.0,9.0,50.0,187,1550,-9.0,0,0
2015,7,30,4,DL,1387,ATL,SJU,1120,2.0,13.0,220.0,1547,1500,-9.0,0,0
2015,12,13,7,EV,4686,GSO,ORD,701,-2.0,30.0,118.0,589,759,13.0,0,0
2015,7,26,7,UA,696,IAD,DEN,1434,-1.0,11.0,236.0,1452,1630,-20.0,0,0
2015,7,17,5,AA,514,PHX,CMH,1845,-7.0,16.0,226.0,1670,131,12.0,0,0
2015,9,15,2,AA,1169,DFW,LGA,900,-2.0,16.0,211.0,1389,1331,-23.0,0,0
2015,5,5,2,MQ,3158,ORD,DTW,1525,21.0,9.0,89.0,235,1754,-4.0,0,0
2015,1,8,4,EV,4213,HPN,ORD,1200,-11.0,13.0,159.0,738,1339,-10.0,0,0
2015,9,22,2,WN,3076,BWI,LIT,950,-4.0,7.0,150.0,912,1120,-29.0,0,0
2015,8,17,1,AA,1412,ONT,DFW,735,-6.0,16.0,185.0,1188,1240,-3.0,0,0
2015,7,7,2,EV,4212,EWR,MKE,1539,65.0,35.0,147.0,725,1706,84.0,0,0
2015,12,1,2,WN,1438,LAX,SMF,2200,-4.0,5.0,80.0,373,2320,-15.0,0,0
2015,7,30,4,DL,1967,RAP,MSP,635,-6.0,10.0,91.0,489,906,4.0,0,0
2015,12,19,6,HA,9,LAX,HNL,1705,-1.0,11.0,360.0,2556,2105,-37.0,0,0
2015,6,3,3,WN,329,MCO,SAT,740,-2.0,11.0,175.0,1041,935,-18.0,0,0
2015,1,12,1,MQ,3420,CLL,DFW,1134,14.0,12.0,56.0,164,1230,34.0,0,0
2015,10,31,6,OO,5219,14869,11292,1518,-3.0,23.0,87.0,391,1645,2.0,0,0
2015,5,26,2,EV,5280,LGA,CLE,1457,-3.0,20.0,112.0,419,1649,-24.0,0,0
2015,1,30,5,UA,1170,LAX,HNL,1611,10.0,14.0,367.0,2556,2018,8.0,0,0
2015,12,20,7,EV,4535,HOB,IAH,1212,5.0,4.0,98.0,501,1450,-13.0,0,0
2015,6,17,3,DL,104,ATL,BOS,850,-2.0,19.0,155.0,946,1125,-2.0,0,0
2015,4,7,2,AS,645,PHX,SEA,1900,-12.0,20.0,179.0,1107,2159,-23.0,0,0
2015,10,23,5,DL,1156,14057,10397,620,-4.0,19.0,278.0,2172,1358,-12.0,0,0
2015,6,20,6,WN,2167,DEN,AUS,1850,-3.0,10.0,125.0,775,2155,-15.0,0,0
2015,10,17,6,WN,3006,11066,13232,1800,0.0,9.0,70.0,283,1810,-1.0,0,0
2015,3,4,3,OO,4542,SLC,IDA,1650,-9.0,14.0,60.0,188,1750,-14.0,0,0
2015,10,19,1,MQ,3282,13930,14524,1129,-2.0,13.0,128.0,642,1437,-19.0,0,0
2015,12,11,5,AA,600,JFK,CLT,1830,-1.0,28.0,127.0,541,2037,-7.0,0,0
2015,5,3,7,OO,6441,SLC,SFO,1725,-12.0,19.0,126.0,599,1831,-12.0,0,0
2015,12,10,4,EV,2742,DFW,BRO,1535,0.0,13.0,98.0,482,1713,-14.0,0,0
2015,10,26,1,DL,766,10397,14107,2050,0.0,16.0,253.0,1587,2203,-21.0,0,0
2015,3,12,4,B6,1170,MCO,RIC,1300,-7.0,12.0,114.0,667,1454,-19.0,0,0
2015,10,25,7,MQ,3200,13930,12339,1314,-3.0,12.0,70.0,177,1524,-27.0,0,0
2015,8,4,2,MQ,3101,DTW,LGA,935,36.0,8.0,111.0,502,1126,9.0,0,0
2015,11,19,4,WN,435,RDU,BWI,1825,30.0,8.0,65.0,255,1930,16.0,0,0
2015,12,3,4,F9,291,TPA,DEN,2005,-12.0,11.0,245.0,1506,2210,-36.0,0,0
2015,1,3,6,OO,7389,RKS,SLC,655,18.0,28.0,65.0,162,800,43.0,0,0
2015,11,24,2,B6,753,JFK,PBI,2016,14.0,15.0,180.0,1028,2316,-13.0,0,0
2015,5,14,4,WN,735,MHT,BWI,625,-4.0,12.0,100.0,377,805,-3.0,0,0
2015,3,2,1,DL,1495,DTW,BOS,1955,57.0,12.0,106.0,632,2141,44.0,0,0
2015,11,2,1,WN,2976,SAN,LAS,700,1.0,8.0,75.0,258,815,-9.0,0,0
2015,5,14,4,AS,100,ANC,SEA,1430,6.0,19.0,199.0,1448,1849,16.0,0,0
2015,1,19,1,MQ,3027,ORD,MSN,735,-2.0,11.0,51.0,108,826,-12.0,0,0
2015,1,6,2,DL,2174,LGA,PBI,1200,22.0,91.0,199.0,1035,1519,81.0,0,0
2015,12,19,6,AA,1569,DEN,DFW,1915,-10.0,16.0,117.0,641,2212,-19.0,0,0
2015,11,12,4,B6,308,JFK,PWM,1310,74.0,23.0,73.0,273,1423,77.0,0,0
2015,12,21,1,AA,1922,ATL,CLT,1955,38.0,22.0,74.0,226,2109,33.0,0,0
2015,5,21,4,WN,369,IND,PHX,1545,5.0,12.0,230.0,1488,1635,3.0,0,0
2015,10,7,3,DL,1504,10397,11641,1400,-1.0,13.0,77.0,331,1517,-12.0,0,0
2015,8,6,4,WN,4597,BNA,MDW,615,-2.0,7.0,90.0,395,745,-4.0,0,0
2015,1,2,5,AS,66,CDV,YAK,1702,16.0,8.0,48.0,213,1750,19.0,0,0
2015,2,20,5,EV,4479,IAH,XNA,1029,-6.0,13.0,90.0,438,1159,-7.0,0,0
2015,8,17,1,WN,167,RDU,MDW,1725,11.0,10.0,125.0,632,1830,-1.0,0,0
2015,5,29,5,OO,5538,MFR,SFO,1357,211.0,18.0,83.0,329,1520,210.0,0,0
2015,1,2,5,MQ,3531,LGA,RDU,650,-5.0,13.0,98.0,431,828,-19.0,0,0
2015,4,10,5,DL,408,JFK,SLC,1120,153.0,32.0,305.0,1990,1425,167.0,0,0
2015,12,25,5,WN,2986,ORF,BWI,1750,-3.0,9.0,60.0,159,1850,-15.0,0,0
2015,11,4,3,F9,1133,STL,LAS,1505,-6.0,14.0,220.0,1371,1645,12.0,0,0
2015,7,10,5,EV,5366,MDW,DTW,1634,-9.0,14.0,75.0,228,1849,-9.0,0,0
2015,1,13,2,EV,4945,OKC,DTW,600,17.0,12.0,142.0,900,922,9.0,0,0
2015,8,1,6,AA,2247,PHX,DFW,1325,0.0,20.0,144.0,868,1749,4.0,0,0
2015,11,23,1,OO,4769,TUS,SLC,1111,-12.0,10.0,116.0,601,1307,-29.0,0,0
2015,9,13,7,VX,25,JFK,SFO,1155,-2.0,13.0,370.0,2586,1505,-25.0,0,0
2015,4,6,1,US,1775,BOS,PHL,1330,-7.0,24.0,104.0,280,1514,-15.0,0,0
2015,10,23,5,UA,1272,14771,13204,1551,-3.0,18.0,315.0,2446,6,-9.0,0,0
2015,12,8,2,AA,629,MIA,CLT,1130,-7.0,25.0,129.0,650,1339,-11.0,0,0
2015,11,12,4,WN,2181,ATL,HOU,1945,10.0,12.0,145.0,696,2110,11.0,0,0
2015,11,29,7,EV,5124,LGA,RIC,1032,-8.0,14.0,107.0,292,1219,-35.0,0,0
2015,10,16,5,WN,264,10140,11292,1555,4.0,7.0,75.0,349,1710,-8.0,0,0
2015,7,28,2,AA,2334,ORD,DFW,1210,1223.0,11.0,153.0,802,1443,1203.0,0,0
2015,1,22,4,MQ,3398,GRB,ORD,1427,24.0,8.0,68.0,173,1535,25.0,0,0
2015,1,8,4,US,686,PHL,PHX,1340,1.0,21.0,322.0,2075,1702,-19.0,0,0
2015,10,18,7,DL,935,13487,13871,1341,11.0,11.0,66.0,282,1447,3.0,0,0
2015,6,30,2,EV,6085,DEN,LIT,1940,90.0,23.0,134.0,771,2254,82.0,0,0
2015,7,29,3,DL,1903,DTW,BOS,1210,-2.0,14.0,118.0,632,1408,-16.0,0,0
2015,1,12,1,OO,4792,SEA,PDX,1900,41.0,15.0,51.0,129,1951,33.0,0,0
2015,1,2,5,WN,2052,SLC,MDW,1620,-1.0,15.0,185.0,1259,2025,-12.0,0,0
2015,7,7,2,AA,125,PNS,DFW,1600,-1.0,15.0,122.0,604,1802,-7.0,0,0
2015,12,17,4,EV,4091,EWR,CAK,1316,15.0,17.0,97.0,382,1453,12.0,0,0
2015,12,16,3,WN,1684,TPA,SDF,1115,-6.0,10.0,125.0,727,1320,-6.0,0,0
2015,5,6,3,DL,2128,DTW,MCO,1025,13.0,12.0,155.0,957,1300,2.0,0,0
2015,11,15,7,WN,397,RDU,TPA,1340,-4.0,8.0,110.0,587,1530,-15.0,0,0
2015,4,26,7,B6,862,SJU,BOS,1844,-12.0,15.0,241.0,1674,2245,-2.0,0,0
2015,11,12,4,B6,1802,FLL,JFK,2110,19.0,18.0,162.0,1069,2352,10.0,0,0
2015,6,11,4,OO,5417,DEN,HYS,725,-2.0,23.0,78.0,298,943,-3.0,0,0
2015,7,6,1,UA,1429,DEN,DFW,2015,92.0,14.0,124.0,641,2319,70.0,0,0
2015,3,3,2,DL,2413,DTW,IND,1346,11.0,77.0,67.0,231,1453,77.0,0,0
2015,5,28,4,WN,557,BUR,OAK,1845,-3.0,11.0,70.0,325,1955,-6.0,0,0
2015,9,5,6,OO,5558,SFO,BUR,1550,-8.0,18.0,78.0,326,1708,-12.0,0,0
2015,9,25,5,AA,1055,DFW,PIT,1855,-4.0,18.0,166.0,1067,2241,-8.0,0,0
2015,5,26,2,US,640,BOS,PHX,1625,7.0,21.0,343.0,2300,1908,21.0,0,0
2015,6,3,3,AS,2,SEA,DCA,1350,-6.0,10.0,309.0,2329,2159,-19.0,0,0
2015,1,10,6,AA,154,ORD,MCO,1955,9.0,35.0,152.0,1005,2327,28.0,0,0
2015,7,13,1,UA,354,EWR,SAN,929,0.0,38.0,357.0,2425,1226,-10.0,0,0
2015,4,29,3,UA,1138,DEN,LGA,1527,3.0,12.0,238.0,1620,2125,-5.0,0,0
2015,9,29,2,OO,6444,PHX,LAX,936,-8.0,16.0,92.0,370,1108,-15.0,0,0
2015,5,12,2,AS,522,SEA,BUR,755,-10.0,18.0,138.0,937,1013,1.0,0,0
2015,12,9,3,WN,2581,OAK,BOI,900,-3.0,9.0,95.0,512,1135,-24.0,0,0
2015,1,14,3,MQ,3044,JFK,BWI,1629,38.0,13.0,69.0,184,1738,26.0,0,0
2015,6,2,2,US,2058,PHL,BOS,2015,-1.0,14.0,75.0,280,2130,-4.0,0,0
2015,5,25,1,AA,164,SFO,JFK,845,-9.0,18.0,344.0,2586,1729,-16.0,0,0
2015,4,27,1,MQ,3252,TYR,DFW,1015,-8.0,7.0,54.0,102,1109,-7.0,0,0
2015,4,8,3,UA,278,SEA,ORD,1025,-3.0,12.0,243.0,1721,1628,-10.0,0,0
2015,4,7,2,EV,4251,IAH,COS,1433,0.0,14.0,147.0,809,1600,-2.0,0,0
2015,8,24,1,WN,1158,BNA,LAS,1350,-1.0,8.0,240.0,1587,1550,-18.0,0,0
2015,7,7,2,AA,1078,MIA,EWR,715,-1.0,14.0,180.0,1085,1015,-13.0,0,0
2015,2,14,6,DL,1724,ATL,BDL,1541,5.0,15.0,136.0,859,1757,-1.0,0,0
2015,5,15,5,AA,1279,LAS,ORD,525,-4.0,9.0,223.0,1514,1108,-10.0,0,0
2015,7,9,4,UA,577,IAH,EWR,1250,-1.0,17.0,234.0,1400,1744,-19.0,0,0
2015,9,13,7,UA,1614,SFO,LAS,1238,10.0,14.0,101.0,414,1419,2.0,0,0
2015,2,26,4,EV,4249,EWR,DTW,1730,2.0,19.0,126.0,488,1936,27.0,0,0
2015,3,27,5,OO,4514,SLC,TUS,1500,-1.0,13.0,116.0,601,1556,-17.0,0,0
2015,11,9,1,AA,149,DFW,ELP,1020,-4.0,14.0,108.0,551,1108,-11.0,0,0
2015,2,10,2,UA,259,IAH,BOS,1910,-3.0,23.0,219.0,1597,2349,4.0,0,0
2015,5,26,2,DL,2277,JFK,TPA,1835,-5.0,16.0,193.0,1005,2148,-40.0,0,0
2015,3,6,5,UA,997,AUS,EWR,1555,13.0,15.0,215.0,1504,2030,-8.0,0,0
2015,5,2,6,B6,533,BDL,TPA,1204,-5.0,11.0,175.0,1111,1459,-14.0,0,0
2015,10,21,3,WN,1687,12191,10599,1145,-1.0,13.0,95.0,570,1320,-7.0,0,0
2015,5,4,1,AA,1595,AUS,DFW,600,-6.0,13.0,65.0,190,705,-13.0,0,0
2015,11,4,3,EV,6104,IAH,ISN,1000,-5.0,13.0,213.0,1330,1333,-26.0,0,0
2015,1,12,1,OO,4773,PSC,SLC,1633,-8.0,10.0,95.0,521,1908,3.0,0,0
2015,4,27,1,DL,2248,DTW,LGA,1530,-1.0,16.0,99.0,502,1709,3.0,0,0
2015,10,27,2,AA,1227,11278,13303,1620,-4.0,16.0,155.0,919,1855,3.0,0,0
2015,9,13,7,OO,4448,DTW,LEX,2149,-2.0,18.0,74.0,296,2303,-6.0,0,0
2015,6,5,5,WN,2631,IND,BWI,540,5.0,11.0,105.0,516,725,-9.0,0,0
2015,1,10,6,US,2177,LGA,DCA,1100,-2.0,13.0,76.0,214,1216,-19.0,0,0
2015,9,1,2,WN,2377,SJC,PDX,1745,-4.0,11.0,100.0,569,1925,-7.0,0,0
2015,10,23,5,NK,744,11298,13487,728,-2.0,22.0,142.0,852,950,-14.0,0,0
2015,9,21,1,UA,1417,FLL,EWR,1258,-2.0,13.0,181.0,1065,1559,-23.0,0,0
2015,11,5,4,OO,6272,DEN,BIS,1412,-12.0,14.0,100.0,516,1652,-17.0,0,0
2015,2,11,3,UA,1230,MCO,IAH,1511,-6.0,11.0,163.0,854,1654,-17.0,0,0
2015,9,18,5,MQ,3238,ORD,GRB,2023,155.0,10.0,62.0,173,2125,138.0,0,0
2015,1,1,4,AA,1521,MIA,LAS,925,18.0,21.0,332.0,2174,1157,10.0,0,0
2015,4,21,2,WN,3650,ALB,TPA,730,-6.0,13.0,185.0,1130,1035,-8.0,0,0
2015,1,9,5,WN,3123,TPA,RDU,1545,-4.0,9.0,100.0,587,1725,-8.0,0,0
2015,10,24,6,DL,957,15249,10397,700,-4.0,14.0,68.0,223,808,-13.0,0,0
2015,5,1,5,WN,2422,MDW,STL,1840,-2.0,11.0,65.0,251,1945,-9.0,0,0
2015,7,28,2,MQ,3303,DFW,GRK,1035,-4.0,18.0,52.0,134,1127,-9.0,0,0
2015,12,17,4,MQ,3177,MGM,DFW,1855,-3.0,11.0,135.0,622,2110,3.0,0,0
2015,5,15,5,AA,1178,DFW,ATL,2020,6.0,23.0,137.0,731,2337,-5.0,0,0
2015,9,9,3,AA,1528,PSP,DFW,608,-3.0,11.0,176.0,1126,1104,-15.0,0,0
2015,5,3,7,B6,531,SLC,LGB,1829,5.0,11.0,108.0,588,1917,0.0,0,0
2015,6,15,1,WN,1757,SMF,LAS,1435,32.0,8.0,80.0,397,1555,24.0,0,0
2015,5,30,6,UA,580,IAH,PIT,1900,6.0,14.0,176.0,1117,2256,-12.0,0,0
2015,7,16,4,WN,1628,ABQ,LAX,525,-3.0,9.0,115.0,677,620,2.0,0,0
2015,2,24,2,UA,1025,EWR,IAH,1459,80.0,24.0,247.0,1400,1806,65.0,0,0
2015,10,1,4,EV,4540,12266,14193,1535,-3.0,12.0,90.0,489,1705,-2.0,0,0
2015,4,12,7,WN,679,LAS,OAK,1140,0.0,13.0,90.0,407,1310,-7.0,0,0
2015,4,23,4,US,425,PHX,JFK,858,4.0,26.0,303.0,2153,1701,-32.0,0,0
2015,3,24,2,DL,832,DCA,SLC,1640,7.0,17.0,285.0,1851,1925,14.0,0,0
2015,11,12,4,OO,4804,BNA,CVG,1714,7.0,12.0,71.0,230,1925,-3.0,0,0
2015,6,30,2,EV,4892,LGA,GSO,1050,-6.0,15.0,115.0,461,1245,-33.0,0,0
2015,3,18,3,DL,1168,LAX,MIA,2155,17.0,20.0,290.0,2342,545,4.0,0,0
2015,7,2,4,OO,4856,LAX,OAK,1435,-2.0,16.0,80.0,337,1555,-12.0,0,0
2015,10,25,7,WN,317,14107,14679,1410,5.0,9.0,65.0,304,1515,4.0,0,0
2015,5,4,1,US,2029,CLT,SFO,1635,-2.0,16.0,340.0,2296,1915,-31.0,0,0
2015,10,20,2,EV,5934,13930,14711,1409,-7.0,35.0,102.0,528,1651,6.0,0,0
2015,7,27,1,MQ,3167,ORD,LIT,1645,-3.0,28.0,116.0,552,1841,-7.0,0,0
2015,10,29,4,OO,5327,14794,11292,725,-9.0,13.0,95.0,517,900,-12.0,0,0
2015,8,20,4,DL,1994,PHX,JFK,600,-4.0,16.0,296.0,2153,1356,-26.0,0,0
2015,8,30,7,OO,2891,LAX,SMF,800,-4.0,15.0,93.0,373,933,-15.0,0,0
2015,4,29,3,WN,3028,BWI,CHS,1445,-5.0,8.0,90.0,472,1615,4.0,0,0
2015,9,20,7,OO,6386,SFO,SMX,1232,-8.0,15.0,71.0,216,1343,-18.0,0,0
2015,1,11,7,WN,187,DSM,LAS,1135,-4.0,8.0,200.0,1216,1255,-13.0,0,0
2015,11,18,3,EV,4977,BOS,RIC,1437,3.0,9.0,119.0,474,1636,-24.0,0,0
2015,6,18,4,MQ,3316,LIT,DFW,624,1.0,25.0,79.0,304,743,10.0,0,0
2015,11,4,3,B6,824,MCO,DCA,2051,-3.0,14.0,122.0,759,2253,4.0,0,0
2015,1,29,4,AA,1437,MIA,DFW,920,-5.0,15.0,202.0,1121,1142,-18.0,0,0
2015,4,30,4,US,579,SAN,CLT,2235,22.0,14.0,267.0,2077,602,28.0,0,0
2015,8,19,3,UA,1245,DEN,IAD,755,9.0,10.0,199.0,1452,1314,-6.0,0,0
2015,10,11,7,UA,235,14683,12266,1715,-5.0,18.0,65.0,191,1820,-10.0,0,0
2015,11,9,1,DL,2211,ATL,CAK,1305,15.0,12.0,96.0,528,1441,1.0,0,0
2015,8,11,2,DL,370,ATL,LAX,1500,12.0,14.0,285.0,1947,1645,-24.0,0,0
2015,4,21,2,AA,1198,DFW,TPA,1330,-4.0,11.0,145.0,929,1655,-26.0,0,0
2015,5,22,5,MQ,3122,ATL,LGA,1246,4.0,18.0,133.0,762,1459,-1.0,0,0
2015,6,5,5,WN,2699,PIT,PHX,730,-1.0,9.0,275.0,1814,905,3.0,0,0
2015,9,20,7,WN,523,DEN,MDW,1525,5.0,14.0,140.0,895,1845,-3.0,0,0
2015,11,14,6,DL,754,ATL,MSY,1050,-5.0,17.0,96.0,425,1126,-10.0,0,0
2015,11,14,6,DL,1616,JAX,ATL,1700,-1.0,30.0,80.0,270,1820,7.0,0,0
2015,9,3,4,UA,738,OGG,SFO,1230,-7.0,9.0,289.0,2338,2019,-9.0,0,0
2015,12,31,4,AA,399,AUS,ORD,1120,-9.0,14.0,164.0,977,1404,-34.0,0,0
2015,12,30,3,AS,316,SEA,SFO,1340,-3.0,17.0,130.0,679,1550,-12.0,0,0
2015,1,30,5,UA,1288,DEN,IAH,1554,19.0,10.0,135.0,862,1909,9.0,0,0
2015,2,10,2,DL,1636,SLC,BZN,1705,-4.0,14.0,81.0,347,1826,-11.0,0,0
2015,11,4,3,DL,1536,DTW,BWI,1005,2.0,15.0,99.0,409,1144,-15.0,0,0
2015,5,1,5,DL,1681,CMH,ATL,945,-3.0,10.0,95.0,447,1120,-18.0,0,0
2015,8,21,5,UA,589,SNA,IAH,830,-5.0,21.0,191.0,1346,1341,3.0,0,0
2015,8,27,4,OO,4577,LSE,MSP,525,-4.0,12.0,52.0,119,617,-5.0,0,0
2015,9,26,6,AA,2186,DFW,MCO,1350,-6.0,19.0,158.0,985,1728,-7.0,0,0
2015,12,4,5,WN,951,GRR,STL,825,-10.0,18.0,90.0,382,855,-17.0,0,0
2015,10,13,2,B6,883,12478,13204,1935,137.0,19.0,170.0,944,2225,122.0,0,0
2015,8,21,5,OO,7395,SGU,SLC,1817,-4.0,12.0,68.0,272,1925,-6.0,0,0
2015,10,28,3,OO,6296,10397,13930,2112,-8.0,20.0,128.0,606,2220,-10.0,0,0
2015,12,13,7,UA,574,ORD,MCO,1600,11.0,15.0,161.0,1005,1941,2.0,0,0
2015,12,10,4,DL,1956,ATL,TRI,2212,-3.0,17.0,64.0,227,2316,-13.0,0,0
2015,7,15,3,HA,141,ITO,HNL,1758,37.0,9.0,51.0,216,1849,37.0,0,0
2015,7,2,4,EV,5024,DTW,ALB,2014,-4.0,18.0,92.0,489,2146,-14.0,0,0
2015,7,5,7,UA,669,DEN,MSP,2001,-2.0,10.0,120.0,680,2301,4.0,0,0
2015,10,11,7,WN,2674,14107,11884,1355,36.0,6.0,160.0,1020,1635,24.0,0,0
2015,11,28,6,DL,2491,ATL,SDF,2214,-10.0,17.0,82.0,321,2336,-18.0,0,0
2015,6,4,4,WN,2494,SMF,DEN,1405,-1.0,7.0,140.0,909,1725,-10.0,0,0
2015,1,10,6,EV,5331,LGA,JAX,1605,-7.0,15.0,170.0,833,1855,-28.0,0,0
2015,8,12,3,MQ,3517,ORD,PIA,2153,-3.0,13.0,57.0,130,2250,-17.0,0,0
2015,1,5,1,AA,1221,MCO,ORD,1925,47.0,13.0,165.0,1005,2110,91.0,0,0
2015,11,18,3,OO,4495,GRB,MSP,1434,22.0,15.0,74.0,252,1548,16.0,0,0
2015,10,13,2,DL,110,10397,12892,810,-3.0,13.0,300.0,1947,1010,-32.0,0,0
2015,6,8,1,EV,5534,BTR,ATL,730,-5.0,9.0,92.0,448,1002,-20.0,0,0
2015,12,4,5,EV,4624,EWR,GSP,2159,15.0,10.0,119.0,594,2358,-2.0,0,0
2015,10,19,1,OO,3435,10713,14747,1935,-10.0,13.0,88.0,399,2003,-16.0,0,0
2015,3,26,4,WN,4372,AUS,SJC,1950,-1.0,10.0,240.0,1476,2150,-28.0,0,0
2015,2,13,5,WN,889,SFO,DEN,1350,-2.0,8.0,150.0,967,1720,-18.0,0,0
2015,1,27,2,B6,1125,RDU,FLL,1118,-9.0,16.0,128.0,680,1326,-21.0,0,0
2015,2,20,5,WN,1337,LAX,SMF,1120,3.0,10.0,80.0,373,1240,-7.0,0,0
2015,6,11,4,WN,678,MDW,MSY,745,3.0,15.0,130.0,825,955,-1.0,0,0
2015,12,18,5,WN,1768,MSY,DAL,545,-3.0,6.0,90.0,436,715,-7.0,0,0
2015,8,2,7,WN,4630,AUS,DEN,550,0.0,11.0,130.0,775,700,-7.0,0,0
2015,7,31,5,UA,676,IAH,EWR,1200,0.0,23.0,225.0,1400,1645,-16.0,0,0
2015,10,25,7,WN,2010,12892,14771,1910,12.0,10.0,75.0,337,2025,8.0,0,0
2015,12,23,3,UA,1292,LIH,LAX,2156,27.0,8.0,325.0,2615,521,21.0,0,0
2015,1,12,1,DL,999,MSP,PHX,1750,-2.0,14.0,214.0,1276,2024,-34.0,0,0
2015,9,13,7,AA,1063,SAN,DFW,700,1670.0,26.0,179.0,1171,1159,1665.0,0,0
2015,9,18,5,UA,1151,RDU,IAD,1943,7.0,8.0,66.0,224,2049,-2.0,0,0
2015,12,14,1,OO,7392,SGU,SLC,637,-9.0,17.0,68.0,272,745,15.0,0,0
2015,9,13,7,AA,2139,BOS,DCA,1200,-3.0,11.0,89.0,399,1329,0.0,0,0
2015,6,6,6,OO,4976,SFO,STL,1655,61.0,19.0,253.0,1735,2308,37.0,0,0
2015,8,20,4,B6,488,LAX,BOS,1135,19.0,13.0,330.0,2611,2005,14.0,0,0
